辽宁沈阳市皇姑区,"10"	
辽宁沈阳市大东区,"10"	
辽宁大连市中山区,"7"	
辽宁大连市沙河口区,"9"	
辽宁大连市西岗区,"9"	
辽宁大连市旅顺口区,"7"	
辽宁抚顺市新抚区,"7"	
天津静海县全境,"7"	
天津和平区全境,"7"	
天津蓟县全境,"7"	
天津河北区全境,"10"	
天津南开区全境,"9"	
天津津南区其他地区,"7"	
天津河东区全境,"9"	
天津河西区全境,"9"	
天津东丽区全境,"9"	
天津塘沽区全境,"7"	
天津大港区主城区外,"7"	
天津大港区大港油田,"7"	
天津红桥区全境,"9"	
天津西青区杨柳青,中北,精武,大寺镇,环外海泰及外环内,"9"	
天津大港区主城区内,"7"	
天津津南区双港，辛庄,"9"	
陕西汉中市经济开发区南区,"5"	
天津汉沽区其它地区,"7"	
天津津南区咸水沽镇、海河教育园，海河科技园,"9"	
天津汉沽区汉沽区街里、汉沽开发区,"7"	
福建泉州市鲤城区,"7"	
福建泉州市丰泽区,"7"	
天津武清区全境,"7"	
天津西青区其它地区,"9"	
天津宝坻区其它地区,"7"	
天津北辰区外环外双街镇，河北工大新校，屈店工业园,"9"	
天津宝坻区城关镇、马家店开发区、天宝工业园,"7"	
天津北辰区外环内,"9"	
福建厦门市湖里区,"9"	
福建福州市台江区,"8"	
天津北辰区外环外其它地区,"9"	
天津宁河县其它地区,"7"	
天津宁河县芦台镇、经济开发区、贸易开发区,"7"	
浙江温州市茶山高教园区,"7"	
浙江温州市龙湾区,"9"	
浙江杭州市滨江区,"10"	
浙江杭州市拱墅区,"7"	
浙江杭州市上城区,"7"	
浙江杭州市下城区,"7"	
浙江杭州市下沙区,"9"	
福建宁德市东侨开发区,"7"	
浙江宁波市高新科技开发区,"7"	
浙江宁波市江东区,"9"	
重庆潼南区群力镇,"7"	
重庆潼南区太安镇,"7"	
重庆潼南区上和镇,"7"	
重庆潼南区宝龙镇,"7"	
重庆潼南区米心镇,"7"	
重庆潼南区龙形镇,"7"	
重庆潼南区县城内,"7"	
重庆潼南区双江镇,"7"	
重庆潼南区卧佛镇,"7"	
重庆潼南区寿桥乡,"7"	
重庆潼南区塘坝镇,"7"	
重庆潼南区古溪镇,"7"	
重庆潼南区田家乡,"7"	
重庆潼南区玉溪镇,"7"	
重庆潼南区崇龛镇,"7"	
重庆潼南区五桂镇,"7"	
重庆潼南区别口乡,"7"	
重庆大足区智凤镇,"7"	
重庆潼南区小渡镇,"7"	
重庆大足区金山镇,"7"	
重庆大足区国梁镇,"7"	
重庆大足区宝顶镇,"7"	
重庆潼南区新胜镇,"7"	
重庆大足区万古镇,"7"	
重庆大足区石马镇,"7"	
重庆大足区玉龙镇,"7"	
重庆大足区中敖镇,"7"	
重庆潼南区柏梓镇,"7"	
重庆大足区宝兴镇,"7"	
重庆大足区回龙镇,"7"	
重庆大足区三驱镇,"7"	
重庆大足区龙水镇,"7"	
重庆大足区拾万镇,"7"	
重庆大足区龙滩子镇,"7"	
重庆大足区珠溪镇,"7"	
重庆大足区龙石镇,"7"	
重庆大足区邮亭镇,"7"	
重庆大足区雍溪镇,"7"	
重庆大足区季家镇,"7"	
重庆大足区铁山镇,"7"	
重庆梁平区碧山镇,"7"	
重庆大足区高坪镇,"7"	
重庆大足区通桥镇,"7"	
重庆梁平区柏家镇,"7"	
重庆大足区古龙镇,"7"	
重庆大足区高升镇,"7"	
重庆大足区城区,"8"	
重庆大足区双路镇,"7"	
重庆梁平区和林镇,"7"	
重庆梁平区虎城镇,"7"	
重庆梁平区梁山镇,"7"	
重庆梁平区回龙镇,"7"	
重庆梁平区石安镇,"7"	
重庆梁平区蟠龙镇,"7"	
重庆梁平区礼让镇,"7"	
重庆梁平区屏锦镇,"7"	
重庆梁平区龙门镇,"7"	
重庆梁平区大观镇,"7"	
重庆梁平区福禄镇,"7"	
重庆梁平区合兴镇,"7"	
重庆梁平区金带镇,"7"	
重庆梁平区明达镇,"7"	
重庆梁平区聚奎镇,"7"	
重庆梁平区仁贤镇,"7"	
重庆梁平区荫平镇,"7"	
重庆梁平区文化镇,"7"	
重庆梁平区竹山镇,"7"	
重庆梁平区安胜乡,"7"	
重庆梁平区新盛镇,"7"	
重庆梁平区袁驿镇,"7"	
重庆梁平区紫照乡,"7"	
重庆梁平区龙胜乡,"7"	
重庆梁平区城北乡,"7"	
重庆梁平区复平乡,"7"	
重庆万州区白羊镇,"7"	
重庆万州区弹子镇,"7"	
重庆万州区白土镇,"7"	
重庆梁平区铁门乡,"7"	
重庆万州区甘宁镇,"7"	
重庆万州区分水镇,"7"	
重庆万州区高梁镇,"7"	
重庆万州区大周镇,"7"	
重庆万州区龙驹镇,"7"	
重庆万州区后山镇,"7"	
重庆万州区罗田镇,"7"	
重庆万州区太安镇,"7"	
重庆万州区小周镇,"7"	
重庆万州区太龙镇,"7"	
重庆万州区新乡镇,"7"	
重庆万州区熊家镇,"7"	
重庆万州区长坪镇,"7"	
重庆梁平区云龙镇,"7"	
重庆万州区长滩镇,"7"	
重庆万州区茨竹乡,"7"	
重庆万州区走马镇,"7"	
重庆梁平区曲水乡,"7"	
重庆万州区高峰镇,"7"	
重庆梁平区县城内,"7"	
重庆万州区柱山乡,"7"	
重庆梁平区城东乡,"7"	
重庆万州区李河镇,"7"	
重庆万州区龙沙镇,"7"	
重庆万州区普子乡,"7"	
重庆万州区铁峰乡,"7"	
重庆万州区黄柏乡,"7"	
重庆万州区地宝乡,"7"	
重庆万州区天城镇,"7"	
重庆万州区燕山乡,"7"	
重庆万州区九池乡,"7"	
重庆万州区瀼渡镇,"7"	
重庆万州区城区,"7"	
重庆万州区郭村乡,"7"	
重庆万州区新田镇,"7"	
重庆万州区梨树乡,"7"	
重庆万州区孙家镇,"7"	
重庆万州区武陵镇,"7"	
重庆万州区长岭镇,"7"	
重庆万州区响水镇,"7"	
重庆南川区大观镇,"7"	
重庆南川区大有镇,"7"	
重庆万州区余家镇,"7"	
重庆万州区溪口乡,"7"	
重庆南川区三泉镇,"7"	
重庆南川区水江镇,"7"	
重庆南川区石墙镇,"7"	
重庆南川区冷水关乡,"7"	
重庆南川区兴隆镇,"7"	
重庆南川区头渡镇,"7"	
重庆万州区恒合乡,"7"	
重庆南川区福寿乡,"7"	
重庆南川区木凉乡,"7"	
重庆南川区峰岩乡,"7"	
重庆南川区太平场镇,"7"	
重庆南川区乾丰乡,"7"	
重庆南川区合溪镇,"7"	
重庆南川区南平镇,"7"	
重庆南川区庆元乡,"7"	
重庆南川区石溪乡,"7"	
重庆涪陵区白涛镇,"7"	
重庆南川区铁村乡,"7"	
重庆南川区城区,"7"	
重庆南川区鱼泉乡,"7"	
重庆南川区神童镇,"7"	
重庆涪陵区李渡镇,"7"	
重庆南川区河图乡,"7"	
重庆南川区民主乡,"7"	
重庆涪陵区百胜镇,"7"	
重庆南川区土溪乡,"7"	
重庆南川区金山镇,"7"	
重庆涪陵区焦石镇,"7"	
重庆南川区中桥乡,"7"	
重庆涪陵区清溪镇,"7"	
重庆涪陵区堡子镇,"7"	
重庆涪陵区南沱镇,"7"	
重庆南川区鸣玉镇,"7"	
重庆涪陵区石沱镇,"7"	
重庆南川区德隆乡,"7"	
重庆涪陵区龙桥镇,"7"	
重庆涪陵区马武镇,"7"	
重庆涪陵区青羊镇,"7"	
重庆涪陵区珍溪镇,"7"	
重庆涪陵区蔺市镇,"7"	
重庆涪陵区镇安镇,"7"	
重庆涪陵区新妙镇,"7"	
重庆涪陵区致韩镇,"7"	
重庆涪陵区增福乡,"7"	
重庆南川区古花乡,"7"	
重庆涪陵区义和镇,"7"	
重庆涪陵区土地坡乡,"7"	
重庆涪陵区中峰乡,"7"	
重庆涪陵区梓里乡,"7"	
重庆涪陵区惠民乡,"7"	
重庆涪陵区聚宝乡,"7"	
重庆涪陵区武陵山乡,"7"	
重庆涪陵区丛林乡,"7"	
重庆涪陵区卷洞乡,"7"	
重庆涪陵区大木乡,"7"	
重庆涪陵区明家乡,"7"	
重庆涪陵区两汇乡,"7"	
重庆涪陵区山窝乡,"7"	
重庆涪陵区石龙乡,"7"	
重庆涪陵区石和乡,"7"	
重庆涪陵区龙潭镇,"7"	
重庆涪陵区同乐乡,"7"	
重庆涪陵区天台乡,"7"	
重庆涪陵区新村乡,"7"	
重庆璧山区青杠镇,"7"	
重庆涪陵区罗云乡,"7"	
重庆涪陵区太和乡,"7"	
重庆璧山区大路镇,"7"	
重庆璧山区八塘镇,"7"	
重庆璧山区河边镇,"7"	
重庆璧山区七塘镇,"7"	
重庆璧山区正兴镇,"7"	
重庆璧山区丁家镇,"7"	
重庆璧山区大兴镇,"7"	
重庆璧山区福禄镇,"7"	
重庆璧山区三合镇,"7"	
重庆巫山县巫峡镇,"7"	
重庆巫山县大昌镇,"7"	
重庆涪陵区酒店乡,"7"	
重庆巫山县官阳镇,"7"	
重庆璧山区来凤镇,"7"	
重庆巫山县福田镇,"7"	
重庆璧山区县城内,"7"	
重庆巫山县官渡镇,"7"	
重庆巫山县庙宇镇,"7"	
重庆巫山县骡坪镇,"7"	
重庆南川区石莲乡,"7"	
重庆涪陵区仁义乡,"7"	
重庆巫山县大溪乡,"7"	
重庆巫山县铜鼓镇,"7"	
重庆巫山县笃坪乡,"7"	
重庆巫山县邓家乡,"7"	
重庆巫山县金坪乡,"7"	
重庆巫山县红椿乡,"7"	
重庆涪陵区城区,"8"	
重庆巫山县双龙镇,"7"	
重庆巫山县两坪乡,"7"	
重庆巫山县建平乡,"7"	
重庆巫山县平河乡,"7"	
重庆巫山县培石乡,"7"	
重庆巫山县曲尺乡,"7"	
重庆巫山县三溪乡,"7"	
重庆巫山县庙堂乡,"7"	
重庆璧山区广普镇,"7"	
重庆江北区郭家沱镇,"7"	
重庆璧山区健龙镇,"7"	
重庆江北区复盛镇,"7"	
重庆江北区鱼嘴镇,"7"	
重庆江北区五宝镇,"7"	
重庆奉节县永安镇,"7"	
重庆巫山县龙溪镇,"7"	
重庆奉节县白帝镇,"7"	
重庆奉节县大树镇,"7"	
重庆巫山县龙井乡,"7"	
重庆奉节县康乐镇,"7"	
重庆奉节县汾河镇,"7"	
重庆巫山县竹贤乡,"7"	
重庆巫山县当阳乡,"7"	
重庆奉节县青龙镇,"7"	
重庆巫山县抱龙镇,"7"	
重庆巫山县县城内,"7"	
重庆奉节县吐祥镇,"7"	
重庆奉节县兴隆镇,"7"	
重庆奉节县安坪乡,"7"	
重庆奉节县竹园镇,"7"	
重庆奉节县朱衣镇,"7"	
重庆奉节县羊市镇,"7"	
重庆奉节县新民镇,"7"	
